Description,Account,Amount,DID,AID
STATE FARM INSURANCE 800-956-631 0 IL         05/31,Insurance,192.76,372,517
STATE FARM INSURANCE 800-956-631 0 IL         06/29,Insurance,192.76,372,517
STATE FARM INSURANCE 800-956-631 0 IL         07/29,Insurance,192.76,372,517
STATE FARM INSURANCE 800-956-631 0 IL         07/31,Insurance,197.77,372,517
STATE FARM INSURANCE 800-956-631 0 IL         08/29,Insurance,152.55,372,517
STATE FARM INSURANCE 800-956-631 0 IL         08/29,Insurance,209.12,372,517
STATE FARM INSURANCE 800-956-631 0 IL         09/29,Insurance,152.55,372,517
STATE FARM INSURANCE 800-956-631 0 IL         09/29,Insurance,209.12,372,517
STATE FARM INSURANCE 800-956-631 0 IL         10/30,Insurance,86.83,372,517
STATE FARM INSURANCE 800-956-631 0 IL         10/31,Insurance,209.12,372,517
STATE FARM INSURANCE 800-956-631 0 IL         11/29,Insurance,86.83,372,517
STATE FARM INSURANCE 800-956-631 0 IL         11/29,Insurance,209.12,372,517
STATE FARM INSURANCE 800-956-631 0 IL         12/29,Insurance,209.12,372,517
STATE FARM INSURANCE 800-956-631 0 IL         12/29,Insurance,86.83,372,517
STATE LIQUOR STORE 17 OREM UT 03/15,Meals and Entertainment,24.75,373,539
STATE LIQUOR STORE 17 OREM UT 318872  11/24,Meals and Entertainment,27.66,373,539
STATION 22 PROVO UT 01/03,Meals and Entertainment,15.85,374,539
STOGIES OREM UT 09/26,Meals and Entertainment,64.1,375,539
STORE 159 HDOS SOU SANDY UT 02/08,Eyelash,7.7,376,501
STUDIO CITY INN STUDIO CITY CA 10/18,Travel,248.52,377,558
SUBWAY        0018704 SOUTH JORD AN UT        07/14,Meals and Entertainment,31.85,378,539
SUBWAY        0018704 SOUTH JORD AN UT        07/17,Meals and Entertainment,7.67,378,539
SUBWAY        03004280 OREM UT 06/23,Meals and Entertainment,13.68,378,539
SUBWAY        03004280 OREM UT 07/18,Meals and Entertainment,20.03,378,539
SUBWAY        03004280 OREM UT 08/22,Meals and Entertainment,14.27,378,539
SUBWAY        03004280 OREM UT 08/31,Meals and Entertainment,11.52,378,539
SUBWAY        03004280 OREM UT 09/13,Meals and Entertainment,5.29,378,539
SUBWAY        03004280 OREM UT 10/11,Meals and Entertainment,9.07,378,539
SUBWAY        03129160 NEPHI UT 10/20,Meals and Entertainment,7.62,378,539
SUVITA HOT YOGA SOUTH JORDAN UT 07/04,Advertising,20,16,513
SWIG N SWEETS - OQUIRR 801-64238 00 UT        07/27,Meals and Entertainment,4.84,379,539
SWIMOUTLET.COM 800-691-4065 CA 06/18,Clothing,59.97,380,525
SWIMOUTLET.COM 800-691-4065 CA 06/18,Clothing,45.96,380,525
TACO BELL #30457 OREM UT 09/18,Meals and Entertainment,4.45,381,539
TACO BELL #30725 OREM UT 01/01,Meals and Entertainment,6.41,381,539
TACO BELL #30725 OREM UT 01/15,Meals and Entertainment,2.14,381,539
TACO BELL #30725 OREM UT 01/26,Meals and Entertainment,4.27,381,539
TACO BELL #30725 OREM UT 01/31,Meals and Entertainment,4.45,381,539
TACO BELL #30725 OREM UT 02/15,Meals and Entertainment,7.36,381,539
TACO BELL #30725 OREM UT 02/21,Meals and Entertainment,7.85,381,539
TACO BELL #30725 OREM UT 03/14,Meals and Entertainment,8.63,381,539
TACO BELL #30725 OREM UT 06/20,Meals and Entertainment,8.34,381,539
TACO BELL #30725 OREM UT 06/25,Meals and Entertainment,4.27,381,539
TACO BELL #30725 OREM UT 07/27,Meals and Entertainment,4.51,381,539
TACO BELL #30725 OREM UT 08/10,Meals and Entertainment,7.76,381,539
TACO BELL #30725 OREM UT 08/18,Meals and Entertainment,7.77,381,539
TACO BELL #30725 OREM UT 10/10,Meals and Entertainment,3.25,381,539
TACO BELL #30725 OREM UT 10/29,Meals and Entertainment,4.27,381,539
TACO BELL #30725 OREM UT 11/14,Meals and Entertainment,4.27,381,539
TACO BELL #30725 OREM UT 11/15,Meals and Entertainment,3.2,381,539
TACO BELL #30725 OREM UT 11/22,Meals and Entertainment,7.12,381,539
TACO BELL #30725 OREM UT 11/30,Meals and Entertainment,8.54,381,539
TACO BELL #30725 OREM UT 12/14,Meals and Entertainment,8.54,381,539
TACO BELL #30725 OREM UT 12/30,Meals and Entertainment,7.23,381,539
TACO BELL 030725 OREM UT 04/02,Meals and Entertainment,16.68,381,539
TACO BELL 030725 OREM UT 04/15,Meals and Entertainment,9,381,539
TACO BELL 030725 OREM UT 07/08,Meals and Entertainment,13.47,381,539
TACO BELL 030725 OREM UT 08/03,Meals and Entertainment,13,381,539
TACO BELL 030725 OREM UT 08/15,Meals and Entertainment,8.64,381,539
TACO BELL 030725 OREM UT 08/25,Meals and Entertainment,11.88,381,539
TACO BELL 030725 OREM UT 09/03,Meals and Entertainment,8.64,381,539
TACO BELL 030725 OREM UT 12/10,Meals and Entertainment,11.46,381,539
TACO BELL 031919 N LAS VEGAS NV 10/18,Meals and Entertainment,8.73,381,539
TACO BELL 033170 SALT LAKE UT 02/19,Meals and Entertainment,4.32,381,539
TAILOR BRANDS 646-687-9690 NY 07/08,Clothing,9.99,382,525
TAILOR BRANDS 646-687-9690 NY 07/26,Clothing,9.99,382,525
TARGET T-0768 6748 Red West Jord an UT934025  06/12,Personal Expenses,39.09,383,572
TARGET T-1752 10130 S SANDY UT 540464  03/23,Personal Expenses,42.81,383,572
TARGET T-1754 175 W Ce OREM UT 064695  03/15,Personal Expenses,37.34,383,572
TARGET T-1754 175 W Ce OREM UT 135552  12/09,Personal Expenses,10.3,383,572
TARGET T-1754 175 W Ce OREM UT 212463  08/25,Personal Expenses,54.09,383,572
TARGET T-1754 175 W Ce Orem UT 248141  02/19,office expense,119.27,383,540
TARGET T-1754 175 W Ce OREM UT 424942  05/03,Personal Expenses,20.88,383,572
TARGET T-1754 175 W Ce OREM UT 438243  12/17,Personal Expenses,23.76,383,572
TARGET T-1754 175 W Ce OREM UT 451263  03/24,Personal Expenses,13.13,383,572
TARGET T-1754 175 W Ce OREM UT 515267  06/10,Personal Expenses,83.28,383,572
TARGET T-1754 175 W Ce OREM UT 517110  05/25,Personal Expenses,40.71,383,572
TARGET T-1754 175 W Ce OREM UT 523387  12/04,Personal Expenses,95.17,383,572
TARGET T-1754 175 W Ce OREM UT 523916  12/10,Personal Expenses,6.67,383,572
TARGET T-1754 175 W Ce OREM UT 532703  12/10,Personal Expenses,11.8,383,572
TARGET T-1754 175 W Ce Orem UT 634707  11/05,Groceries,105.47,383,568
TARGET T-1754 175 W Ce OREM UT 645302  10/23,Personal Expenses,57.12,383,572
TARGET T-1754 175 W Ce OREM UT 705555  01/15,Personal Expenses,5.78,383,572
TARGET T-1754 175 W Ce OREM UT 824059  09/27,Personal Expenses,15.31,383,572
TARGET T-1754 175 W Ce Orem UT 861087  04/20,Personal Expenses,145.53,383,572
TARGET T-1754 175 W Ce OREM UT 901729  07/03,Personal Expenses,89.5,383,572
TARGET T-1754 175 W Ce OREM UT 903217  11/18,Personal Expenses,25.29,383,572
TARGET T-1754 175 W Ce Orem UT 933217  08/15,Personal Expenses,133.85,383,572
TARGET T-1754 175 W Ce OREM UT 959187  09/02,Personal Expenses,58.14,383,572
TARGET T-1754 175 W Ce OREM UT 963085  01/02,Personal,10.9,383,541
TARGET T-1754 OREM UT 054754  04/27,office expense,50,383,540
TARGET T-2123 11525 P South Jord an UT320172  08/01,Personal Expenses,23.55,383,572
TARGET T-2123 11525 P South Jord an UT548495  07/17,Personal Expenses,72.62,383,572
TARGET T-2123 11525 P South Jord an UT559752  01/03,Personal,99.75,383,541
TARGET T-2123 11525 P South Jord an UT754891  06/01,Personal Expenses,25.74,383,572
TARGET T-2123 11525 P South Jord an UT911355  02/08,office expense,22.53,383,540
TAXI SVC GARDENA GARDENA CA 02/10,Travel,41.55,384,558
TESORO # 66600 SALT LAKE CIT UT 022134  06/20,Gas,28.78,385,516
TEXACO 0305147 FILLMORE UT 07/17,Gas,16.3,386,516
TEXAS ROADHOUSE #2428 RIVERTON U T            07/02,Meals and Entertainment,33.27,387,539
TEXAS ROADHOUSE 2284 OREM UT 08/27,Meals and Entertainment,26.79,387,539
TEXAS ROADHOUSE 2284 OREM UT 09/16,Meals and Entertainment,26.97,387,539
THE FLEX COMPANY FLEXFITS.COM CA 01/15,Personal,15,388,541
THE FLEX COMPANY FLEXFITS.COM CA 02/22,Personal,27,388,541
THE HOME DEPOT #4409 SANDY UT 970808  06/27,Repair & Maintenance,4.33,389,551
THE NAIL EXPO INC OREM UT 09/02,Advertising,36.75,390,513
THE YOGA SHALA 8012254844 UT 04/19,Personal,10,16,541
THEPARADISEPACK 6108886878 PA 01/16,office expense,49,391,540
THEPARADISEPACK WWW.THEPARADI PA 02/16,office expense,49,391,540
THEPARADISEPACK WWW.THEPARADI PA 03/16,office expense,49,391,540
THESOUTHERNYOGI.COM THESOUTHERNY O KY         06/02,Personal Expenses,14.99,16,572
THREE BROOMSTICKS UNIVERSAL CTY CA           10/19,Meals and Entertainment,37.74,392,539
TJMAXX #0152 268 W 130 OREM UT 742770  05/26,Clothing,64.1,393,525
TM *THE PIANO GUYS 303-830-8497 CA           08/07,Personal,131,394,541
"TOTAL SCRUBS, LLC - PRO PROVO UT 02/06",Clothing,65.16,395,525
"TOTAL SCRUBS, LLC - PRO PROVO UT 11/05",Employee Benefits,171.99,395,530
TRAVEL GUARD GROUP IN 800-826-13 00 WI        06/23,Insurance,10.95,396,534
TRAVEL INSURANCE POLI 800-729-60 21 VA        06/20,Insurance,61.74,397,534
TROPICAL SMOOTHIE CAFE OREM UT 06/09,Meals and Entertainment,6.7,398,539
TROPICAL SMOOTHIE CAFE OREM UT 08/29,Meals and Entertainment,6.68,398,539
TROPICAL SMOOTHIE UT-00 OREM UT 01/05,Meals and Entertainment,6.68,398,539
TROPICAL SMOOTHIE UT-00 OREM UT 10/24,Meals and Entertainment,11.84,398,539
TROPICAL SMOOTHIE UT-00 OREM UT 10/25,Meals and Entertainment,10.76,398,539
TROPICAL SMOOTHIE UT-00 OREM UT 11/02,Meals and Entertainment,5.92,398,539
TROPICAL SMOOTHIE UT-00 OREM UT 11/07,Meals and Entertainment,5.92,398,539
TROPICAL SMOOTHIE UT-00 OREM UT 12/19,Meals and Entertainment,5.92,398,539
TST* COSTA VIDA - OREM OREM UT 02/27,Meals and Entertainment,17.24,399,539
TST* COSTA VIDA - OREM OREM UT 04/03,Meals and Entertainment,14.06,399,539
TST* COSTA VIDA - OREM OREM UT 04/12,Meals and Entertainment,12.97,399,539
TST* COSTA VIDA - OREM OREM UT 04/19,Meals and Entertainment,14.06,399,539
TST* COSTA VIDA - OREM OREM UT 04/25,Meals and Entertainment,7.03,399,539
TST* COSTA VIDA - OREM OREM UT 05/12,Meals and Entertainment,9.19,399,539
TST* COSTA VIDA - OREM OREM UT 06/01,Meals and Entertainment,16.76,399,539
TST* COSTA VIDA - OREM OREM UT 06/04,Meals and Entertainment,18.38,399,539
TST* COSTA VIDA - OREM OREM UT 06/12,Meals and Entertainment,18.38,399,539
TST* COSTA VIDA - OREM OREM UT 06/18,Meals and Entertainment,11.19,399,539
TST* COSTA VIDA - OREM OREM UT 07/03,Meals and Entertainment,4.28,399,539
TST* COSTA VIDA - OREM OREM UT 07/10,Meals and Entertainment,16.76,399,539
TST* COSTA VIDA - OREM OREM UT 07/14,Meals and Entertainment,15.14,399,539
TST* COSTA VIDA - OREM OREM UT 07/23,Meals and Entertainment,8.64,399,539
TST* COSTA VIDA - OREM OREM UT 08/04,Meals and Entertainment,9.19,399,539
TST* COSTA VIDA - OREM OREM UT 08/11,Meals and Entertainment,7.57,399,539
TST* COSTA VIDA - OREM OREM UT 08/21,Meals and Entertainment,18.76,399,539
TST* COSTA VIDA - OREM OREM UT 08/23,Meals and Entertainment,19.13,399,539
TST* COSTA VIDA - OREM OREM UT 08/24,Meals and Entertainment,16.76,399,539
TST* COSTA VIDA - OREM OREM UT 09/06,Meals and Entertainment,7.57,399,539
TST* COSTA VIDA - OREM OREM UT 09/10,Meals and Entertainment,16.76,399,539
TST* COSTA VIDA - OREM OREM UT 09/24,Meals and Entertainment,15.14,399,539
TST* COSTA VIDA - OREM OREM UT 09/27,Meals and Entertainment,7.62,399,539
TST* COSTA VIDA - OREM OREM UT 10/04,Meals and Entertainment,7.57,399,539
TST* COSTA VIDA - OREM OREM UT 11/01,Meals and Entertainment,15.14,399,539
TST* COSTA VIDA - OREM OREM UT 11/19,Meals and Entertainment,15.14,399,539
TST* COSTA VIDA - OREM OREM UT 12/01,Meals and Entertainment,8.62,399,539
TST* COSTA VIDA - OREM OREM UT 12/15,Meals and Entertainment,17.23,399,539
TST* COSTA VIDA - OREM OREM UT 12/22,Meals and Entertainment,15.62,399,539
TST* COSTA VIDA - SOU SOUTH JORD AN UT        02/01,Meals and Entertainment,17.77,399,539
TST* COSTA VIDA 0046 OREM UT 08/29,Meals and Entertainment,15.62,399,539
TST* COSTA VIDA DRAPER DRAPER UT 09/19,Meals and Entertainment,8.03,399,539
TST* EVEN STEVENS SANDW PROVO UT 09/03,Meals and Entertainment,13.16,400,539
TST* JAMBA JUICE - 02 TAYLORSVIL LE UT        06/06,Meals and Entertainment,15,401,539
TST* JAMBA JUICE - 0222 OREM UT 06/03,Meals and Entertainment,7,401,539
TST* JAMBA JUICE - 0222 OREM UT 07/16,Meals and Entertainment,6.48,401,539
TST* JAMBA JUICE - 10 SOUTH JORD AN UT        06/01,Meals and Entertainment,21.05,401,539
TST* NOTHING BUNDT CAKE SANDY UT 07/08,Meals and Entertainment,13.86,402,539
UBER   *TJK4G 800-592-8996 CA 02/10,Travel,8.54,403,558
UBER   *TRIP 6CBH3 800-592-8996 CA           02/24,Travel,2,403,558
UBER   *TRIP 7ULFX 800-592-8996 CA           01/26,Travel,1,403,558
UBER   *TRIP 800-592-8996 CA 01/26,Travel,7.16,403,558
UBER   *TRIP 800-592-8996 CA 02/24,Travel,16.16,403,558
UBER   *TRIP 800-592-8996 CA 11/08,Travel,7.46,403,558
UBER   *TRIP 800-592-8996 CA 11/09,Travel,7.69,403,558
UBER   *TRIP 800-592-8996 CA 11/09,Travel,3,403,558
UBER   *TRIP ZSR5L 800-592-8996 CA           02/11,Travel,5,403,558
UBER   TRIP HELP.UBER.COM CA 11/09,Travel,1,403,558
UBER   TRIP HELP.UBER.COM CA 12/14,Travel,8.44,403,558
UBER   TRIP HELP.UBER.COM CA 12/14,Travel,3,403,558
UBER   TRIP HELP.UBER.COM CA 12/15,Travel,1,403,558
UBER   TRIP HELP.UBER.COM CA 12/15,Travel,6.91,403,558
UBER   TRIP HELP.UBER.COM CA 12/17,Travel,7.71,403,558
UBER   TRIP HELP.UBER.COM CA 12/17,Travel,3,403,558
UBER TECHNOLOGIES INC 866-576-10 39 CA        02/09,Travel,9.23,403,558
UBERPRINTS INC 866-4408237 GA 08/16,Advertising,32.98,403,513
UDEMY ONLINE COURSES HTTPSWWW.UD EM CA        01/31,Training & Education,9.99,404,557
UNAR 801-593-2500 UT 12/11,Employee Benefits,75,405,530
UNIV STUDIOS O40000010 888-34048 40 CA        09/08,Meals and Entertainment,210,406,539
URBAN OUTFITTERS 12110 STUDIO CI TY CA753503  10/20,Clothing,61.2,407,525
URBAN-OUTFITTERS-DIR 972-550-275 1 PA         10/29,Clothing,23.84,407,525
URBAN-OUTFITTERS-DIR 972-550-275 1 PA         10/30,Clothing,33.46,407,525
USPS CHANGE OF ADDRES 800-238-31 50 TN        01/30,Shipping and delivery expense,1.05,408,552
USPS PO 49663101 877 E OREM UT 415637  08/13,Shipping and delivery expense,40,408,552
USPS.COM MOVER'S GUID 800-238-31 50 TN        01/23,Shipping and delivery expense,1,408,552
USPS.COM MOVER'S GUID 800-238-31 50 TN        02/07,Shipping and delivery expense,1.05,408,552
UT PROF LIC ONLINE 801-530-6431 UT           09/04,Legal & Professional Fees,52,409,538
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         08/20,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         08/20,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         08/28,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         08/28,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         09/19,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/10,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/10,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/16,Travel,8.6,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/19,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/19,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/22,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/22,Travel,1.8,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/24,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/24,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/25,Travel,6.1,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/25,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/31,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         10/31,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         11/26,Travel,4.3,410,558
UTA-FRONTRUNNER TVM SALT LAKE CT Y UT         12/01,Travel,8.6,410,558
UTAH CNA TRAINING CT SALT LAKE C TY UT        11/04,Employee Benefits,445,411,530
UTAH-DMV RENEWAL EXPR 801-297-38 09 UT        01/30,Auto,72.75,412,515
UTAH-DMV RENEWAL EXPR 801-297-38 09 UT        10/18,Auto,170.75,412,515
UVU              UVU WEBCK  3828 38          WEB ID: 3870280648,Employee Benefits,1969,413,530
UVU              UVU WEBCK  4053 41          WEB ID: 3870280648,Employee Benefits,3025,413,530
UVU              UVU WEBCK  4696 68          WEB ID: 3870280648,bostons college,1745,413,566
UVU              UVU WEBCK  5573 77          WEB ID: 3870280648,bostons college,744,413,566
UVU ADMISSIONS & EVEN 801-863-80 00 UT        09/09,Employee Benefits,35,413,530
UVU BOOKSTORE OREM UT 08/22,Abby's College,142.46,413,510
UVU BOOKSTORE OREM UT 08/27,Abby's College,19.85,413,510
UVU BOOKSTORE OREM UT 465628  08/27,Meals and Entertainment,1.12,413,539
UVU FOOD SERVICES OREM UT 09/10,Meals and Entertainment,3.95,413,539
VENICE BEACH RENTALS VENICE CA 10/21,Travel,25,414,558
VENICE BEACH RENTALS VENICE CA 10/21,Travel,30,414,558
VENMO            PAYMENT    1165 828449      WEB ID: 3264681992,Eyelash,65,415,501
VENMO            PAYMENT    1312 707922      WEB ID: 3264681992,Rent or Lease,250,415,550
VENMO            PAYMENT    1393 228859      WEB ID: 3264681992,Rent or Lease,250,415,550
VENMO            PAYMENT    1401 323404      WEB ID: 3264681992,Personal Expenses,50,415,572
VENMO            PAYMENT    1470 724848      WEB ID: 3264681992,Rent or Lease,250,415,550
VENMO            PAYMENT    1544 479176      WEB ID: 3264681992,Rent or Lease,290,415,550
VENMO            PAYMENT    1631 307031      WEB ID: 3264681992,Personal,40,415,541
VENMO            PAYMENT    1647 532380      WEB ID: 3264681992,Rent or Lease,40,415,550
VENMO            PAYMENT    1813 857308      WEB ID: 3264681992,Eyelash,20,415,501
VENMO            PAYMENT    1896 051066      WEB ID: 3264681992,Eyelash,4,415,501
VENMO            PAYMENT    1952 898232      WEB ID: 3264681992,Eyelash,75,415,501
VENMO            PAYMENT    1980 163736      WEB ID: 3264681992,Eyelash,180,415,501
VENMO            PAYMENT    2032 598141      WEB ID: 3264681992,Rent or Lease,1300,415,550
VENMO            PAYMENT    2038 011437      WEB ID: 3264681992,Eyelash,250,415,501
VENMO            PAYMENT    2493 490922      WEB ID: 3264681992,Personal,100,415,541
VENMO            PAYMENT    2574 452126      WEB ID: 3264681992,venmo,-75,415,412
VENMO            PAYMENT    2848 620862      WEB ID: 3264681992,Personal,1275,415,541
VENMO            PAYMENT    2912 159809      WEB ID: 3264681992,Personal,100,415,541
VENMO            PAYMENT    2960 428761      WEB ID: 3264681992,Rent or Lease,675,415,550
VENMO            PAYMENT    5418 61352       WEB ID: 3264681992,Rent or Lease,761.62,415,550
VENMO            PAYMENT    5710 56784       WEB ID: 3264681992,Rent or Lease,300,415,550
VENMO            PAYMENT    5766 88858       WEB ID: 3264681992,Rent or Lease,714,415,550
VENMO            PAYMENT    5880 91976       WEB ID: 3264681992,Rent or Lease,300,415,550
VENMO            PAYMENT    6057 01905       WEB ID: 3264681992,Rent or Lease,100,415,550
VENMO            PAYMENT    6101 25836       WEB ID: 3264681992,Rent or Lease,714,415,550
VENMO            PAYMENT    6490 54327       WEB ID: 3264681992,Rent or Lease,780.89,415,550
VENMO            PAYMENT    6496 01569       WEB ID: 3264681992,Rent or Lease,6,415,550
VENMO            PAYMENT    6648 55754       WEB ID: 3264681992,office expense,9,415,540
VENMO            PAYMENT    6672 00538       WEB ID: 3264681992,office expense,7,415,540
VENMO            PAYMENT    6895 69196       WEB ID: 3264681992,office expense,15,415,540
VENMO            PAYMENT    7001 15721       WEB ID: 3264681992,Rent or Lease,777.86,415,550
VENMO            PAYMENT    7059 04423       WEB ID: 3264681992,office expense,10,415,540
VENMO            PAYMENT    7443 84748       WEB ID: 3264681992,Rent or Lease,714,415,550
VENMO            PAYMENT    7889 18953       WEB ID: 3264681992,Rent or Lease,714,415,550
VENMO            PAYMENT    8196 49564       WEB ID: 3264681992,office expense,20,415,540
VENMO            PAYMENT    8372 83589       WEB ID: 3264681992,Rent or Lease,714,415,550
VENMO            PAYMENT    8491 84276       WEB ID: 3264681992,Rent or Lease,63.47,415,550
VENMO            PAYMENT    8529 62858       WEB ID: 3264681992,Personal Expenses,100,415,572
VENMO            PAYMENT    8564 63971       WEB ID: 3264681992,Personal Expenses,50,415,572
VENMO            PAYMENT    8813 35365       WEB ID: 3264681992,Personal Expenses,100,415,572
VENMO            PAYMENT    9429 88751       WEB ID: 3264681992,Travel,24.5,415,558
VICTORIA'S SECRET 1108 OREM UT 560791  06/25,Clothing,30.45,416,525
VICTORIA'S SECRET 1108 OREM UT 588471  05/01,Clothing,98.12,416,525
VILLA DE SOL OREM UT 12/26,Meals and Entertainment,25.26,417,539
VILLA ITALIAN KITCHEN PROVO UT 11/03,Meals and Entertainment,8.05,418,539
VILLAGE BAKER DISTRIC SOUTH JORD AN UT        07/16,Meals and Entertainment,13.77,419,539
VISA - 01/02 PREMIER VENDING SERVICES TROY MI 002197 VISA - 01/02 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 01/03 PREMIER VENDING SERVICES TROY MI 003062 VISA - 01/03 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 01/03 PREMIER VENDING SERVICES TROY MI 003192 VISA - 01/03 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 01/03 PREMIER VENDING SERVICES TROY MI 003332 VISA - 01/03 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 01/04 AD&D INS CMFG LIFE 800-779-5433 IA 004232 VISA - 01/04 AD&D INS CMFG LIFE,Insurance - Disability,3.75,420,535
VISA - 01/04 HLU*HULU 89451436-U HULU.COM/BILL CA 003449 VISA - 01/04 HLU*HULU 89451436-U,Meals and Entertainment,11.99,420,539
VISA - 01/04 PREMIER VENDING SERVICES TROY MI 003235 VISA - 01/04 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 01/04 PREMIER VENDING SERVICES TROY MI 004044 VISA - 01/04 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 01/04 WIENERSCHNITZEL 298 OREM UT 003158 VISA - 01/04 WIENERSCHNITZEL 298,Meals and Entertainment,12.35,420,539
VISA - 01/05 PREMIER VENDING SERVICES TROY MI 005096 VISA - 01/05 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 01/05 PREMIER VENDING SERVICES TROY MI 005814 VISA - 01/05 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 01/06 PREMIER VENDING SERVICES TROY MI 006413 VISA - 01/06 PREMIER VENDING SER,Meals and Entertainment,3.14,420,539
VISA - 01/09 ARBYS 0745 OREM UT 008493 VISA - 01/09 ARBYS 0745 OREM UT,Meals and Entertainment,13.99,420,539
VISA - 01/09 LITTLE CAESARS 003 OREM UT 009468 VISA - 01/09 LITTLE CAESARS 003,Meals and Entertainment,8.09,420,539
VISA - 01/09 PREMIER VENDING SERVICES TROY MI 009434 VISA - 01/09 PREMIER VENDING SER,Meals and Entertainment,1.53,420,539
VISA - 01/09 PREMIER VENDING SERVICES TROY MI 009914 VISA - 01/09 PREMIER VENDING SER,Meals and Entertainment,1.55,420,539
VISA - 01/10 HANSEN VENDING SERVICE PROVO UT 010820 VISA - 01/10 HANSEN VENDING SERV,Meals and Entertainment,1.5,420,539
VISA - 01/10 PREMIER VENDING SERVICES TROY MI 010568 VISA - 01/10 PREMIER VENDING SER,Meals and Entertainment,1.23,420,539
VISA - 01/10 PREMIER VENDING SERVICES TROY MI 010949 VISA - 01/10 PREMIER VENDING SER,Meals and Entertainment,2.15,420,539
VISA - 01/10 UVU FOOD SERVICES OREM UT 009015 VISA - 01/10 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 01/11 PREMIER VENDING SERVICES TROY MI 011426 VISA - 01/11 PREMIER VENDING SER,Meals and Entertainment,4.11,420,539
VISA - 01/12 PREMIER VENDING SERVICES TROY MI 012372 VISA - 01/12 PREMIER VENDING SER,Meals and Entertainment,3.14,420,539
VISA - 01/14 TACO BELL #30725 OREM UT 014161 VISA - 01/14 TACO BELL #30725 OR,Meals and Entertainment,10.21,420,539
VISA - 01/14 UVU FOOD SERVICES OREM UT 013018 VISA - 01/14 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 01/15 AUDIBLE ADBL.CO/BILL NJ 015551 VISA - 01/15 AUDIBLE ADBL.CO/BIL,Training & Education,15.97,420,557
VISA - 01/19 CHEVRON 0204058 PROVO UT 019159 VISA - 01/19 CHEVRON 0204058 PRO,Gas,18.6,420,516
VISA - 01/19 CHICK-FIL-A #03350 OREM UT 019946 VISA - 01/19 CHICK-FIL-A #03350,Meals and Entertainment,4.14,420,539
VISA - 01/19 PANDA EXPRESS #455 PROVO UT 019019 VISA - 01/19 PANDA EXPRESS #455,Meals and Entertainment,9.92,420,539
VISA - 01/20 APPLE CASH 1INFINITELOOP CA 019027 VISA - 01/20 APPLE CASH 1INFINIT,Dues & Subscriptions,100,420,529
VISA - 01/20 CHUCK A RAMA 4 OREM UT 020483 VISA - 01/20 CHUCK A RAMA 4 OREM,Meals and Entertainment,30.18,420,539
VISA - 01/20 WEEBLY STARTER SITE 844-493-3259 CA 020570 VISA - 01/20 WEEBLY STARTER SITE,Advertising,14,420,513
VISA - 01/21 SUBWAY 03004280 OREM UT 021858 VISA - 01/21 SUBWAY 03004280 ORE,Meals and Entertainment,16.18,420,539
VISA - 01/22 ALLSTAR BOWLING AND ENTE SANDY UT 021599 VISA - 01/22 ALLSTAR BOWLING AND,Meals and Entertainment,25.48,420,539
VISA - 01/24 UVU FOOD SERVICES OREM UT 023880 VISA - 01/24 UVU FOOD SERVICES O,Meals and Entertainment,2.37,420,539
VISA - 01/28 FLAMING WOK OREM UT 028555 VISA - 01/28 FLAMING WOK OREM UT,Meals and Entertainment,15.08,420,539
